id;created_at;traffic_amount
4126;2021-06-19 18:14:10.434256;0
4412;2022-03-15 17:41:47.416144;0
4389;2022-02-09 16:09:12.463745;0
3838;2020-05-18 12:27:06.534240;0
4287;2021-10-17 09:54:37.752798;0
277;2014-11-28 02:31:48.408206;0
3927;2020-09-29 11:36:58.932058;0
1980;2018-07-11 00:15:56.027933;0
3806;2020-04-15 23:35:24.076419;0
2327;2018-08-05 13:16:21.570568;0
284;2014-12-05 07:31:15.685948;0
2368;2018-08-11 10:51:14.129319;0
1254;2017-06-20 06:37:49.009066;0
2367;2018-08-11 10:26:36.699087;0
4729;2022-11-26 06:35:11.813231;0
2449;2018-08-29 17:05:48.714505;0
2481;2018-09-16 16:42:30.296532;0
1832;2018-07-07 13:37:25.650647;0
1073;2016-12-28 18:32:11.385886;0
588;2015-09-26 17:56:02.374768;0
439;2015-04-25 19:34:51.973064;0
206;2014-09-29 16:54:09.998444;0
1773;2018-06-14 14:28:06.472751;0
2350;2018-08-08 15:34:47.953523;0
2478;2018-09-14 15:33:35.912929;0
275;2014-11-25 17:54:16.367955;0
1801;2018-07-05 12:24:59.478138;0
2635;2019-01-21 12:53:25.359821;0
3508;2019-10-07 09:53:45.896382;0
4881;2023-03-26 11:34:09.643539;0
4311;2021-11-14 01:22:12.366366;0
464;2015-05-14 15:50:09.188653;0
3313;2019-05-16 12:41:57.351524;0
1739;2018-05-30 11:28:16.531830;0
3038;2019-05-03 14:00:31.123043;0
4380;2022-02-03 12:53:22.829712;0
3947;2020-10-31 19:52:04.219885;0
1346;2017-07-27 14:01:51.508540;0
2252;2018-07-28 11:49:50.042833;0
4469;2022-05-02 06:05:35.544797;0
620;2015-10-22 15:00:58.902726;0
4661;2022-09-26 11:01:22.054475;0
3257;2019-05-06 08:55:16.624777;0
2029;2018-07-12 14:58:54.379533;0
67;2014-04-18 12:41:22.904019;0
4467;2022-05-01 17:16:29.657051;0
4523;2022-06-04 13:51:03.329888;0
673;2015-12-24 12:31:43.852479;0
4586;2022-07-24 10:20:13.764693;0
2066;2018-07-14 14:40:14.634766;0
2084;2018-07-15 21:01:37.410213;0
2383;2018-08-13 14:41:31.877009;0
1638;2018-03-30 16:37:22.541535;0
2086;2018-07-15 22:00:09.880645;0
783;2016-03-24 02:41:48.369743;0
2651;2019-02-03 13:46:55.325565;0
3586;2019-11-16 01:24:27.424395;0
2360;2018-08-09 17:25:40.912583;0
3973;2020-12-17 17:52:26.998767;0
2330;2018-08-05 20:30:05.074985;0
540;2015-08-07 18:58:11.837605;0
2445;2018-08-28 20:01:42.419523;0
145;2014-08-11 17:20:16.251210;0
110;2014-07-14 15:47:54.588926;0
4873;2023-03-23 09:49:00.855324;0
3307;2019-05-08 14:12:59.659511;0
2094;2018-07-16 16:19:13.177993;0
2758;2019-04-03 16:41:24.797381;0
2443;2018-08-27 23:43:02.718103;0
309;2015-01-05 12:00:43.987640;0
4344;2021-12-18 10:56:03.122104;0
4664;2022-09-27 16:54:17.823024;0
4701;2022-11-05 14:15:54.510391;0
1854;2018-07-08 11:24:43.121186;0
1366;2017-08-18 23:42:21.933977;0
2423;2018-08-23 16:03:48.592105;0
4704;2022-11-08 08:07:40.882739;0
4765;2023-01-04 22:20:57.982790;0
2783;2019-04-20 11:09:41.495214;0
282;2014-12-02 22:48:27.009928;0
4575;2022-07-14 13:31:21.075722;0
1872;2018-07-08 15:11:45.791123;0
3466;2019-09-28 09:59:18.109403;0
2434;2018-08-26 11:45:51.128962;0
2394;2018-08-16 23:07:55.817235;0
2657;2019-02-07 11:58:57.325953;0
1258;2017-06-24 14:04:09.066979;0
1637;2018-03-29 17:45:36.992715;0
5133;2023-07-22 15:02:16.304969;0
5066;2023-06-04 14:50:57.821836;0
1519;2017-12-14 17:32:55.363773;0
914;2016-08-08 13:27:35.115832;0
1150;2017-03-24 14:25:03.612574;0
4239;2021-08-23 15:33:35.033042;0
424;2015-04-16 14:39:32.733881;0
3402;2019-08-01 12:51:22.015351;0
4684;2022-10-18 08:19:26.233937;0
2595;2018-12-08 13:57:44.587581;0
137;2014-08-07 18:13:12.978659;0
191;2014-09-22 17:37:22.019055;0
3368;2019-07-04 02:34:51.764077;0
1972;2018-07-10 20:13:51.118848;0
1539;2018-01-11 10:37:12.946976;0
3528;2019-10-22 12:30:22.443822;0
1736;2018-05-29 15:33:10.032707;0
3722;2020-02-16 15:47:39.625859;0
1131;2017-03-02 20:29:03.182602;0
1625;2018-03-25 13:43:12.514946;0
2460;2018-09-02 14:54:11.153653;0
742;2016-03-01 09:45:02.774573;0
3934;2020-10-05 16:41:16.622645;0
2771;2019-04-11 17:39:52.708034;0
4192;2021-07-09 15:55:08.770116;0
1037;2016-11-25 10:55:47.915497;0
1158;2017-04-03 17:27:35.902641;0
753;2016-03-07 14:43:01.900684;0
550;2015-08-17 20:17:11.346466;0
394;2015-03-22 16:45:06.680738;0
2407;2018-08-20 09:32:11.390458;0
2640;2019-01-28 06:06:08.750233;0
272;2014-11-24 12:04:20.097322;0
2564;2018-11-07 22:12:46.809015;0
4695;2022-10-30 18:16:17.045011;0
2414;2018-08-20 20:03:13.546100;0
3429;2019-08-22 14:34:29.088036;0
1119;2017-02-18 16:54:05.447322;0
506;2015-07-03 11:03:37.959509;0
2430;2018-08-24 15:00:34.630360;0
2189;2018-07-24 10:56:24.943908;0
3862;2020-06-03 19:13:55.430660;0
1803;2018-07-06 08:34:07.874851;0
1505;2017-11-30 15:07:05.512817;0
1311;2017-07-24 15:12:32.264182;0
5111;2023-07-07 15:37:34.691608;0
1053;2016-12-13 13:32:38.691184;0
2917;2019-04-25 12:56:54.514058;0
2774;2019-04-12 18:40:27.683281;0
166;2014-09-11 01:44:32.256216;0
1813;2018-07-06 15:31:21.070377;0
1648;2018-04-05 04:51:12.733970;0
3393;2019-07-24 11:31:23.093912;0
2211;2018-07-25 09:54:00.040656;0
5085;2023-06-16 15:42:00.055268;0
4306;2021-11-09 07:34:48.289553;0
4386;2022-02-06 21:11:23.855114;0
730;2016-02-21 10:34:35.435628;0
548;2015-08-15 09:52:46.773427;0
4451;2022-04-21 10:37:38.765796;0
1769;2018-06-11 18:59:25.236811;0
47;2014-02-25 19:51:58.822823;0
1902;2018-07-09 11:06:36.952535;0
4398;2022-02-21 13:49:28.804944;0
2180;2018-07-23 17:17:46.436977;0
177;2014-09-15 17:16:42.167183;0
4485;2022-05-07 16:21:48.678866;0
727;2016-02-18 14:09:28.136082;0
4522;2022-06-03 17:43:20.928849;0
4619;2022-08-22 20:44:23.961474;0
873;2016-06-19 18:47:51.404998;0
231;2014-10-16 09:44:20.817468;0
4673;2022-10-05 21:10:30.615485;0
331;2015-01-25 00:13:36.442172;0
1578;2018-02-21 17:39:42.554768;0
913;2016-08-06 19:46:11.123743;0
599;2015-10-05 21:40:07.659442;0
2655;2019-02-05 16:01:25.347948;0
2146;2018-07-20 18:23:03.841017;0
1486;2017-11-06 02:23:48.324219;0
1461;2017-09-20 12:33:14.149293;0
4357;2022-01-09 17:16:30.188167;0
5065;2023-06-04 10:12:20.028550;0
4144;2021-06-28 15:40:52.279387;0
2765;2019-04-09 12:54:43.334797;0
4248;2021-09-02 22:29:55.853373;0
466;2015-05-16 17:41:18.235688;0
4739;2022-12-08 12:15:16.197564;0
2568;2018-11-14 19:38:12.826517;0
4557;2022-06-29 11:00:19.410349;0
201;2014-09-27 00:20:08.995479;0
2643;2019-01-29 16:08:19.380778;0
1617;2018-03-20 12:59:55.633649;0
1778;2018-06-16 16:20:03.855646;0
2265;2018-07-30 04:14:24.304683;0
749;2016-03-04 12:07:29.483315;0
2307;2018-08-03 10:07:40.590319;0
920;2016-08-10 11:05:31.864165;0
1843;2018-07-07 21:54:45.582325;0
1058;2016-12-16 16:43:11.225190;0
4582;2022-07-20 23:00:00.117180;0
3369;2019-07-04 16:38:00.316062;0
3388;2019-07-22 18:10:53.446577;0
2585;2018-11-28 09:35:07.351984;0
237;2014-10-20 12:48:08.953441;0
4539;2022-06-20 11:56:03.842072;0
2141;2018-07-20 09:34:19.526382;0
337;2015-01-29 18:52:31.938554;0
1689;2018-04-29 11:28:42.160994;0
4656;2022-09-18 16:34:12.347863;0
1699;2018-05-11 19:27:32.153865;0
5029;2023-05-18 16:32:23.076171;0
569;2015-09-06 13:10:12.784072;0
452;2015-05-07 14:46:06.510778;0
4505;2022-05-21 08:52:18.591065;0
200;2014-09-26 01:24:44.703686;0
4339;2021-12-13 12:55:45.239173;0
2337;2018-08-06 18:45:44.604954;0
5150;2023-07-29 15:27:52.597830;0
4601;2022-08-09 21:02:50.860145;0
4409;2022-03-11 01:58:58.410609;0
990;2016-10-12 19:56:14.303967;0
685;2016-01-09 01:15:52.793338;0
905;2016-07-27 11:33:55.104093;0
4088;2021-05-21 12:22:15.272304;0
3598;2019-11-26 12:47:16.810976;0
4822;2023-02-21 01:24:10.411457;0
973;2016-09-25 13:44:28.644592;0
79;2014-05-11 17:46:00.419908;0
1532;2017-12-27 12:11:33.655728;0
1895;2018-07-09 08:54:57.997689;0
2629;2019-01-17 22:26:05.873904;0
2013;2018-07-11 22:28:27.817109;0
1958;2018-07-10 15:58:00.827850;0
4011;2021-02-18 12:06:06.426523;0
2941;2019-04-25 12:56:55.013555;0
3413;2019-08-09 14:36:03.738023;0
319;2015-01-13 22:11:41.208015;0
3363;2019-06-30 22:50:39.252438;0
1417;2017-09-10 12:56:02.792662;0
5033;2023-05-21 14:22:36.675356;0
3036;2019-05-03 14:00:24.637705;0
4180;2021-07-01 06:48:43.849760;0
4488;2022-05-11 11:27:41.814765;0
4908;2023-04-05 22:25:06.614188;0
3293;2019-05-06 08:55:43.285586;0
2779;2019-04-17 17:04:26.094427;0
4596;2022-08-05 13:54:43.097864;0
4942;2023-04-19 18:01:12.766074;0
1817;2018-07-06 15:29:44.702853;0
4233;2021-08-16 20:35:02.177035;0
4497;2022-05-15 23:04:33.203394;0
2192;2018-07-24 11:25:03.011888;0
861;2016-05-31 13:32:55.910586;0
2269;2018-07-30 12:32:52.062557;0
162;2014-08-27 19:58:57.447271;0
738;2016-02-28 17:07:14.055503;0
2500;2018-09-25 14:22:39.471028;0
797;2016-04-06 12:17:53.000103;0
3851;2020-05-25 15:41:56.939656;0
1633;2018-03-27 18:10:22.929954;0
582;2015-09-19 11:31:30.136326;0
4932;2023-04-14 12:50:09.965027;0
1095;2017-01-25 16:12:22.394022;0
3324;2019-05-27 16:27:09.860042;0
3044;2019-05-03 14:00:52.330747;0
3708;2020-02-08 19:43:49.559415;0
3510;2019-10-08 09:56:54.850438;0
1939;2018-07-10 00:21:10.022736;0
3663;2020-01-26 23:25:36.671662;0
5155;2023-08-01 15:20:21.154377;0
2637;2019-01-22 17:40:16.987158;0
183;2014-09-18 13:33:17.252467;0
2787;2019-04-23 11:11:31.425642;0
656;2015-12-10 15:56:32.602391;0
3314;2019-05-16 19:56:23.599733;0
2033;2018-07-12 17:01:47.809236;0
5000;2023-05-01 11:31:07.936408;0
3532;2019-10-24 16:28:00.203019;0
122;2014-07-24 19:37:04.678626;0
3022;2019-05-03 13:59:42.031834;0
648;2015-11-29 23:25:53.505211;0
17;2013-10-25 17:32:35.492969;0
4678;2022-10-13 10:39:27.404402;0
923;2016-08-12 11:37:46.942342;0
4944;2023-04-21 12:09:21.645467;0
3540;2019-11-01 11:40:17.681900;0
530;2015-07-28 13:42:52.034304;0
536;2015-08-04 09:31:58.138213;0
1715;2018-05-18 15:38:33.657170;0
4788;2023-01-22 03:46:41.702584;0
55;2014-03-19 12:17:46.706273;0
4035;2021-03-30 18:24:54.872322;0
4617;2022-08-21 18:16:15.490518;0
4827;2023-02-25 10:49:44.283371;0
790;2016-04-01 14:20:39.300974;0
4833;2023-02-28 12:12:19.055356;0
371;2015-03-02 14:35:26.654361;0
4183;2021-07-03 14:30:09.898172;0
326;2015-01-19 14:49:29.116578;0
3401;2019-07-31 04:32:38.621091;0
1070;2016-12-27 03:24:30.519052;0
997;2016-10-17 16:02:35.780277;0
1029;2016-11-18 19:20:53.953179;0
3183;2019-05-06 08:53:56.231132;0
1211;2017-06-07 07:34:45.502256;0
3911;2020-09-04 08:19:09.617704;0
83;2014-05-20 15:28:04.150992;0
63;2014-04-09 09:37:22.811862;0
4227;2021-08-11 18:18:13.673924;0
1590;2018-03-02 17:47:29.017146;0
1904;2018-07-09 11:39:52.195631;0
801;2016-04-10 17:31:55.568925;0
223;2014-10-14 21:39:37.541907;0
4080;2021-05-15 00:23:13.827875;0
3006;2019-05-03 13:58:17.828458;0
4001;2021-02-07 14:33:11.102447;0
2002;2018-07-11 16:24:09.736767;0
2589;2018-11-29 18:09:52.311087;0
3888;2020-07-24 14:54:40.394688;0
3376;2019-07-08 21:07:44.189304;0
3547;2019-11-07 14:30:38.198978;0
1093;2017-01-24 14:58:28.314258;0
1076;2017-01-04 13:59:25.238539;0
16;2013-10-23 18:44:29.965237;0
968;2016-09-22 14:13:30.329662;0
1659;2018-04-12 03:01:23.324157;0
1763;2018-06-07 17:10:42.702373;0
1582;2018-02-27 05:11:28.035889;0
4823;2023-02-21 12:53:20.655339;0
4991;2023-04-27 15:27:44.988695;0
3877;2020-07-02 11:47:03.551752;0
4869;2023-03-21 16:20:24.455055;0
3736;2020-02-28 09:07:39.648295;0
2518;2018-10-05 16:28:55.693844;0
1187;2017-05-17 13:38:07.423824;0
345;2015-02-04 17:48:23.756944;0
2363;2018-08-10 14:20:07.823245;0
4403;2022-02-28 04:44:16.932775;0
1065;2016-12-20 09:21:43.264600;0
4290;2021-10-18 18:51:18.409966;0
197;2014-09-24 15:46:34.337891;0
4905;2023-04-04 19:39:12.235759;0
1536;2018-01-10 18:27:57.642623;0
707;2016-02-01 16:57:21.928722;0
845;2016-05-15 21:42:16.257482;0
759;2016-03-10 11:46:52.339105;0
482;2015-06-07 22:02:10.557792;0
3937;2020-10-15 12:22:28.083393;0
2014;2018-07-12 00:04:16.549185;0
5153;2023-07-31 21:27:32.116246;0
2621;2019-01-10 12:16:44.833130;0
2161;2018-07-22 00:22:37.539307;0
4728;2022-11-24 22:55:37.572274;0
420;2015-04-12 12:06:58.581503;0
1651;2018-04-09 11:31:44.041754;0
3389;2019-07-22 21:03:20.750274;0
3729;2020-02-20 18:40:52.506319;0
3803;2020-04-14 18:03:44.554522;0
4381;2022-02-03 21:01:12.588239;0
1983;2018-07-11 08:47:44.435908;0
4563;2022-07-05 10:49:10.439982;0
4275;2021-10-06 19:51:24.608215;0
4400;2022-02-22 10:59:10.788850;0
1868;2018-07-08 14:30:47.729332;0
1499;2017-11-24 21:54:08.957450;0
1040;2016-11-30 10:54:08.520709;0
403;2015-03-30 22:04:46.206317;0
4359;2022-01-10 15:44:26.945418;0
3901;2020-08-18 14:53:13.582567;0
3459;2019-09-18 11:18:20.777025;0
654;2015-12-10 11:06:19.111353;0
33;2013-12-18 17:24:30.548731;0
1643;2018-04-02 18:52:54.282119;0
1858;2018-07-08 11:45:57.409887;0
4631;2022-08-31 01:46:32.461439;0
2648;2019-02-01 16:36:53.474351;0
23;2013-11-19 01:22:59.417839;0
3657;2020-01-22 22:35:07.782028;0
3648;2020-01-17 12:00:23.856308;0
2713;2019-03-21 15:07:08.863285;0
1521;2017-12-19 16:35:13.924414;0
5032;2023-05-21 00:16:35.649770;0
3447;2019-09-05 12:49:58.797017;0
2550;2018-10-31 19:11:26.955424;0
1855;2018-07-08 11:31:39.652240;0
3907;2020-08-27 14:06:35.715339;0
959;2016-09-13 11:09:10.121337;0
2548;2018-10-30 08:36:37.611422;0
3990;2021-01-21 10:45:46.148774;0
4891;2023-03-30 17:14:17.707679;0
1985;2018-07-11 10:32:31.563095;0
771;2016-03-16 15:20:32.542239;0
4687;2022-10-19 19:08:25.315667;0
4886;2023-03-28 08:59:00.354966;0
3724;2020-02-17 10:53:20.558981;0
3718;2020-02-13 08:43:31.913034;0
1746;2018-06-02 01:45:16.624179;0
4861;2023-03-16 12:23:25.035198;0
253;2014-11-01 20:48:40.926661;0
692;2016-01-18 15:04:42.449788;0
3208;2019-05-06 08:54:14.251636;0
4211;2021-07-26 15:48:24.167856;0
4810;2023-02-11 18:11:40.941896;0
3875;2020-06-23 18:33:52.019613;0
5128;2023-07-18 21:07:59.880028;0
5149;2023-07-29 10:41:33.073928;0
2019;2018-07-12 08:45:01.149794;0
1069;2016-12-26 09:57:26.035802;0
3232;2019-05-06 08:54:53.231221;0
1818;2018-07-06 19:46:26.969878;0
603;2015-10-09 13:42:21.714510;0
383;2015-03-12 17:55:01.462152;0
2638;2019-01-24 12:17:11.615129;0
3418;2019-08-11 21:44:41.866840;0
7;2013-10-07 17:51:52.184064;0
3261;2019-05-06 08:55:19.087940;0
4604;2022-08-12 09:12:54.203021;0
4401;2022-02-22 15:54:26.065887;0
757;2016-03-09 15:52:40.199403;0
3982;2021-01-09 12:00:43.931516;0
1600;2018-03-13 06:09:07.661694;0
4855;2023-03-12 23:21:34.978112;0
3545;2019-11-05 19:01:37.248942;0
4069;2021-05-05 08:43:00.391337;0
889;2016-07-05 16:06:31.489108;0
2461;2018-09-02 20:23:07.138994;0
4418;2022-03-26 13:46:34.238072;0
2100;2018-07-16 20:37:11.934514;0
1043;2016-12-01 17:04:56.660037;0
2240;2018-07-26 22:27:27.091263;0
602;2015-10-09 08:28:02.702128;0
3863;2020-06-04 12:36:01.296163;0
691;2016-01-17 11:32:09.838004;0
697;2016-01-19 20:48:28.387691;0
3939;2020-10-16 13:12:14.939482;0
2604;2018-12-17 16:22:26.047843;0
3989;2021-01-21 09:02:01.992959;0
4471;2022-05-02 20:09:01.305991;0
4990;2023-04-27 10:16:06.263788;0
2112;2018-07-17 16:23:01.610694;0
3856;2020-05-29 18:59:30.263629;0
1591;2018-03-03 12:37:54.727773;0
3951;2020-11-10 14:10:58.673233;0
1988;2018-07-11 11:42:52.014243;0
2569;2018-11-16 12:57:52.162922;0
427;2015-04-17 12:05:57.446870;0
2934;2019-04-25 12:56:54.858567;0
1518;2017-12-12 09:37:19.312866;0
1819;2018-07-06 21:38:29.194631;0
2693;2019-03-04 11:12:55.929067;0
445;2015-05-02 12:57:24.651282;0
2573;2018-11-18 18:43:07.971205;0
4847;2023-03-08 15:13:55.151901;0
4726;2022-11-24 13:21:42.378110;0
2201;2018-07-24 20:41:58.134790;0
4627;2022-08-26 21:40:45.780923;0
5109;2023-07-06 12:13:58.378117;0
258;2014-11-08 22:28:59.323774;0
2178;2018-07-23 16:23:48.002517;0
4545;2022-06-22 13:11:17.406344;0
4561;2022-07-03 13:13:51.839973;0
1708;2018-05-16 15:34:10.452884;0
3884;2020-07-14 15:18:43.116006;0
2274;2018-07-30 22:19:19.883798;0
646;2015-11-26 08:31:32.063142;0
1259;2017-06-24 14:04:10.910565;0
379;2015-03-09 14:41:36.963293;0
115;2014-07-17 16:02:27.404132;0
3822;2020-05-02 03:53:27.456897;0
4797;2023-01-31 11:17:13.886208;0
1800;2018-07-04 12:05:04.606012;0
4632;2022-08-31 05:09:17.449150;0
2401;2018-08-18 17:11:00.730489;0
1697;2018-05-07 12:26:48.900812;0
3196;2019-05-06 08:54:05.880463;0
3438;2019-08-29 08:16:15.534653;0
4865;2023-03-18 15:24:56.410542;0
2171;2018-07-22 22:18:38.142609;0
2121;2018-07-18 07:46:08.093617;0
5071;2023-06-06 18:27:11.552539;0
1924;2018-07-09 19:39:52.262390;0
3415;2019-08-09 16:49:06.700166;0
4040;2021-04-05 16:21:19.656624;0
1866;2018-07-08 10:50:05.458534;0
1629;2018-03-26 13:33:47.821919;0
5036;2023-05-22 13:55:17.507310;0
1544;2018-01-15 19:19:35.159350;0
18;2013-10-29 15:31:20.516058;0
777;2016-03-20 02:21:52.680657;0
4139;2021-06-26 13:26:59.749542;0
186;2014-09-19 02:38:42.231919;0
2198;2018-07-24 14:13:10.377652;0
501;2015-06-26 11:29:03.850231;0
4584;2022-07-21 14:45:32.342541;0
2159;2018-07-21 20:19:42.384386;0
3828;2020-05-06 19:09:37.699001;0
750;2016-03-04 12:13:47.767303;0
1679;2018-04-21 11:20:30.484045;0
545;2015-08-12 15:27:54.862130;0
1952;2018-07-10 12:13:11.815686;0
3611;2019-12-08 23:13:35.979958;0
977;2016-10-02 09:31:22.233191;0
3745;2020-03-06 13:18:05.254088;0
3900;2020-08-17 12:25:37.349019;0
3355;2019-06-21 19:05:15.358344;0
27;2013-11-26 18:20:31.177873;0
2586;2018-11-28 09:52:29.047391;0
2127;2018-07-19 04:32:33.645979;0
143;2014-08-11 13:04:24.294408;0
58;2014-03-25 08:36:54.327232;0
4916;2023-04-08 00:17:03.123650;0
228;2014-10-15 10:50:22.515358;0
2752;2019-03-28 17:56:07.807657;0
3814;2020-04-25 12:40:29.639883;0
850;2016-05-19 13:09:26.735417;0
4676;2022-10-11 22:43:25.068080;0
4059;2021-04-24 07:37:16.806122;0
676;2015-12-27 18:16:59.571431;0
3467;2019-09-29 09:49:12.227239;0
3380;2019-07-13 03:07:09.326588;0
4679;2022-10-13 14:15:16.683633;0
978;2016-10-03 08:47:17.260144;0
2676;2019-02-19 09:03:12.563476;0
4558;2022-07-01 12:13:28.486475;0
3524;2019-10-19 19:39:58.583512;0
387;2015-03-17 13:57:14.595879;0
2706;2019-03-18 12:48:28.476260;0
2597;2018-12-09 23:06:45.329842;0
2716;2019-03-23 16:45:46.439317;0
2531;2018-10-19 17:25:53.829093;0
2306;2018-08-03 06:05:30.698683;0
4498;2022-05-16 21:12:48.314597;0
4377;2022-01-31 15:28:17.314832;0
3705;2020-02-06 15:06:47.761495;0
214;2014-10-08 09:11:20.368441;0
2559;2018-11-05 18:55:38.202998;0
3920;2020-09-16 12:37:28.606591;0
793;2016-04-04 14:57:08.846349;0
4825;2023-02-23 13:57:33.871914;0
2380;2018-08-13 13:29:03.299894;0
2681;2019-02-22 15:10:05.512452;0
702;2016-01-25 19:01:22.194454;0
4595;2022-08-03 20:46:32.292159;0
2230;2018-07-26 14:51:34.577837;0
476;2015-05-25 03:23:38.047082;0
2096;2018-07-16 16:37:59.046882;0
2156;2018-07-21 17:38:40.080770;0
883;2016-07-02 00:32:07.777948;0
3789;2020-03-17 13:42:10.540516;0
1870;2018-07-08 14:56:09.767937;0
3007;2019-05-03 13:58:23.667822;0
2780;2019-04-17 20:24:00.598037;0
2389;2018-08-16 13:03:23.606266;0
3041;2019-05-03 14:00:39.449084;0
1753;2018-06-05 00:15:04.760309;0
4410;2022-03-11 12:12:56.557306;0
2218;2018-07-25 17:55:48.450600;0
2715;2019-03-23 12:21:24.397315;0
3379;2019-07-12 09:02:00.615218;0
5106;2023-07-03 20:47:45.004962;0
945;2016-09-02 12:24:13.722368;0
4309;2021-11-13 11:57:03.571784;0
3392;2019-07-24 07:51:32.483975;0
1951;2018-07-10 11:05:27.969048;0
1203;2017-06-01 12:03:59.314108;0
1915;2018-07-09 14:21:46.164795;0
840;2016-05-11 20:25:39.330461;0
2109;2018-07-17 15:18:10.317105;0
4235;2021-08-17 19:45:46.929338;0
3;2013-09-29 15:29:33.179627;0
2945;2019-04-30 12:28:54.429132;0
4135;2021-06-24 14:03:09.283887;0
921;2016-08-11 05:53:27.037963;0
2012;2018-07-11 20:25:33.019030;0
2446;2018-08-29 00:13:24.865595;0
4624;2022-08-25 18:43:55.538851;0
3910;2020-09-02 13:22:41.941152;0
2151;2018-07-21 07:38:31.180813;0
2904;2019-04-25 12:56:54.245693;0
3285;2019-05-06 08:55:37.053276;0
745;2016-03-02 00:15:08.752738;0
1920;2018-07-09 13:39:24.537322;0
839;2016-05-11 17:35:05.497424;0
4549;2022-06-24 23:56:10.051219;0
4184;2021-07-04 09:31:15.184852;0
1421;2017-09-14 13:57:02.708348;0
2185;2018-07-23 23:00:00.798165;0
2714;2019-03-22 23:53:18.866029;0
5088;2023-06-19 06:58:55.309366;0
828;2016-04-29 02:10:54.400370;0
2468;2018-09-09 12:54:59.173776;0
3309;2019-05-11 17:30:24.100902;0
4542;2022-06-21 14:49:41.350606;0
3612;2019-12-09 13:23:17.108379;0
4946;2023-04-22 12:58:54.303032;0
4512;2022-05-29 18:01:47.877666;0
1075;2017-01-03 20:24:22.268279;0
271;2014-11-24 10:01:01.940481;0
2285;2018-07-31 20:51:06.731299;0
3726;2020-02-19 19:42:34.424220;0
4062;2021-04-25 23:11:56.406849;0
5019;2023-05-11 11:04:14.692861;0
1128;2017-03-01 10:40:09.675904;0
874;2016-06-20 14:54:50.828105;0
2922;2019-04-25 12:56:54.615416;0
1899;2018-07-09 10:14:04.836698;0
1691;2018-05-03 17:46:39.707817;0
2108;2018-07-17 15:17:20.550189;0
946;2016-09-03 10:04:33.841782;0
4120;2021-06-14 15:55:44.715692;0
4223;2021-08-08 17:41:13.840151;0
64;2014-04-11 21:35:52.732534;0
1853;2018-07-08 10:20:18.540294;0
449;2015-05-06 00:16:08.642315;0
465;2015-05-16 03:26:36.881897;0
265;2014-11-18 14:47:27.908456;0
4093;2021-05-25 14:36:32.148293;0
1839;2018-07-07 17:58:24.624940;0
1530;2017-12-26 17:25:33.633120;0
4805;2023-02-08 17:56:19.546734;0
893;2016-07-14 00:58:59.907120;0
993;2016-10-15 16:11:31.141780;0
2689;2019-02-28 18:38:06.694487;0
3843;2020-05-20 08:27:16.771350;0
805;2016-04-16 13:12:32.459880;0
2256;2018-07-28 21:53:33.853416;0
1822;2018-07-07 00:56:36.786496;0
4330;2021-12-03 18:01:55.814632;0
4671;2022-10-04 01:12:50.027878;0
5051;2023-05-29 11:35:12.184487;0
3962;2020-11-28 01:58:29.834725;0
1139;2017-03-14 16:09:25.938716;0
649;2015-11-29 23:27:18.433944;0
4653;2022-09-15 22:02:50.318585;0
421;2015-04-12 14:17:47.397971;0
4191;2021-07-08 15:58:25.542659;0
25;2013-11-23 20:02:25.909710;0
141;2014-08-11 11:41:13.590874;0
2664;2019-02-12 17:38:05.249276;0
2512;2018-10-01 11:20:08.512502;0
5144;2023-07-26 12:02:12.590841;0
1420;2017-09-12 02:27:59.669556;0
770;2016-03-15 18:43:36.347606;0
22;2013-11-18 15:43:04.272963;0
2183;2018-07-23 18:28:29.401752;0
3375;2019-07-08 08:33:37.644641;0
2400;2018-08-18 17:05:58.391771;0
3617;2019-12-13 11:19:18.843668;0
315;2015-01-09 00:44:21.172799;0
3639;2020-01-11 01:33:22.163449;0
4048;2021-04-09 17:21:50.740046;0
4999;2023-05-01 01:01:30.670343;0
1841;2018-07-07 18:49:08.027692;0
3749;2020-03-09 12:39:55.459476;0
54;2014-03-14 21:56:07.493244;0
4427;2022-04-04 08:34:07.982797;0
4022;2021-03-08 18:23:30.722134;0
181;2014-09-17 17:58:05.672981;0
4085;2021-05-18 12:52:59.537739;0
5099;2023-06-27 14:30:25.359570;0
3042;2019-05-03 14:00:42.189534;0
1755;2018-06-05 10:46:25.142108;0
963;2016-09-16 17:38:42.159501;0
2015;2018-07-12 01:28:03.059786;0
2630;2019-01-18 04:36:04.411248;0
1007;2016-10-26 15:02:51.051986;0
4457;2022-04-24 18:43:02.925697;0
1880;2018-07-08 17:42:32.380928;0
4520;2022-06-03 00:58:25.514072;0
4278;2021-10-08 19:42:15.274410;0
487;2015-06-12 02:11:15.842789;0
4507;2022-05-22 17:56:00.878492;0
1664;2018-04-13 00:06:57.379025;0
2609;2018-12-27 12:28:27.962723;0
3277;2019-05-06 08:55:30.742967;0
1463;2017-09-21 16:18:46.649588;0
1194;2017-05-23 08:38:59.584991;0
1692;2018-05-03 14:47:44.840629;0
2541;2018-10-22 22:02:05.091702;0
1175;2017-04-27 16:10:09.748643;0
4599;2022-08-09 16:28:51.254161;0
2686;2019-02-26 21:30:31.003004;0
4951;2023-04-24 14:04:34.863430;0
390;2015-03-18 19:50:23.131962;0
